age,status,sex,orientation,body_type,diet,drinks,drugs,smokes
30,single,m,straight,average,mostly anything,socially,never,no
30,single,f,straight,curvy,anything,socially,never,no
23,single,m,straight,athletic,mostly vegetarian,socially,,
32,single,m,straight,average,mostly vegan,socially,,when drinking
18,single,m,straight,athletic,strictly anything,socially,never,no
28,single,m,straight,,mostly anything,socially,never,no
37,single,m,straight,athletic,mostly anything,socially,,no
25,single,m,straight,average,strictly vegetarian,socially,never,no
35,single,m,straight,fit,mostly vegetarian,often,never,no
43,single,m,straight,full figured,,socially,,no
28,single,m,straight,average,,socially,,no
33,seeing someone,m,straight,average,,socially,never,no
26,single,m,straight,average,strictly anything,socially,never,no
34,single,m,straight,thin,mostly anything,socially,never,no
34,single,m,gay,,,socially,often,no
37,single,f,straight,curvy,,socially,,no
34,single,f,straight,curvy,,socially,never,no
27,single,f,straight,curvy,anything,often,never,no
47,single,f,straight,fit,mostly other,,never,no
30,single,f,straight,fit,mostly anything,socially,,no
40,single,f,straight,,,socially,never,no
41,single,f,straight,curvy,,socially,,no
56,single,f,straight,fit,,socially,never,
29,single,m,straight,athletic,anything,not at all,never,no
31,single,m,straight,athletic,,socially,never,no
26,single,m,straight,average,,socially,never,no
23,single,m,straight,average,mostly anything,socially,never,when drinking
23,single,m,straight,fit,mostly anything,socially,never,no
28,single,m,straight,average,,socially,never,when drinking
30,single,m,straight,fit,strictly anything,socially,never,no
33,single,m,gay,overweight,mostly anything,socially,never,no
23,single,m,straight,average,,socially,never,
32,single,m,straight,thin,mostly anything,not at all,never,no
45,single,m,straight,average,mostly anything,socially,never,
26,single,m,straight,average,anything,socially,never,no
31,available,m,straight,average,strictly anything,socially,,no
43,single,f,straight,average,,socially,never,no
25,single,f,straight,curvy,anything,,never,sometimes
31,single,m,straight,fit,mostly anything,socially,never,no
41,single,m,gay,average,anything,not at all,never,trying to quit
24,single,m,gay,skinny,,rarely,never,no
48,single,m,straight,athletic,strictly anything,socially,sometimes,no
20,single,m,straight,athletic,mostly anything,socially,never,no
27,single,m,straight,athletic,,socially,never,no
29,available,m,straight,,,socially,,no
22,single,m,straight,average,mostly anything,socially,,
57,single,m,straight,thin,mostly anything,rarely,never,no
29,single,m,straight,fit,,socially,,no
28,single,m,straight,fit,mostly other,socially,never,no
28,single,m,straight,athletic,mostly anything,socially,,no
30,single,m,straight,average,,often,never,no
24,single,m,straight,fit,strictly anything,often,,sometimes
34,single,m,straight,fit,mostly anything,socially,,no
26,single,m,straight,average,strictly anything,socially,sometimes,sometimes
35,single,m,straight,athletic,,rarely,never,no
39,single,f,straight,thin,,not at all,never,no
36,single,m,straight,fit,anything,not at all,never,trying to quit
54,single,f,straight,average,,not at all,never,no
20,single,f,straight,thin,mostly vegetarian,,never,
23,single,f,straight,fit,mostly vegetarian,,never,
33,single,m,straight,athletic,anything,rarely,never,no
26,single,m,straight,fit,anything,socially,,sometimes
27,seeing someone,m,straight,athletic,,rarely,never,no
23,single,f,straight,thin,anything,socially,,no
34,single,f,bisexual,athletic,,socially,,sometimes
29,single,m,straight,average,anything,socially,never,no
26,single,m,straight,,,socially,never,no
42,single,m,straight,a little extra,,not at all,never,no
26,single,m,straight,jacked,mostly anything,socially,,no
24,single,m,straight,athletic,,socially,,no
29,single,m,straight,average,,often,,
36,single,m,straight,average,,socially,sometimes,no
33,single,m,straight,average,,often,never,no
28,single,m,straight,average,strictly anything,socially,never,no
58,single,m,straight,jacked,mostly kosher,desperately,,no
52,single,f,straight,full figured,mostly anything,socially,never,no
23,single,m,straight,athletic,mostly anything,socially,never,no
24,single,m,straight,athletic,,socially,never,no
57,single,f,straight,rather not say,,socially,never,no
28,single,m,straight,athletic,,often,sometimes,yes
24,single,m,straight,athletic,,socially,never,no
65,single,f,straight,a little extra,mostly other,,never,no
37,single,f,bisexual,curvy,,socially,,no
52,single,m,straight,average,,,never,
29,single,m,straight,fit,mostly vegetarian,socially,never,no
42,single,m,straight,athletic,,,never,no
28,single,m,straight,average,mostly anything,socially,never,no
25,single,m,straight,average,,socially,never,no
24,single,m,straight,athletic,,socially,never,no
22,single,m,straight,skinny,mostly anything,socially,sometimes,no
23,single,m,straight,skinny,mostly anything,rarely,sometimes,no
26,single,m,gay,skinny,mostly anything,socially,,no
50,single,m,straight,fit,,socially,,no
28,single,m,straight,average,,socially,never,no
39,single,m,gay,average,,socially,sometimes,no
39,single,m,straight,athletic,,socially,,no
42,single,f,gay,a little extra,mostly anything,socially,never,no
56,single,f,gay,average,mostly vegetarian,not at all,never,no
26,single,m,straight,athletic,mostly anything,socially,never,no
25,single,m,gay,average,,often,,no
26,single,m,straight,athletic,mostly anything,socially,never,no
39,single,m,straight,fit,,socially,never,no
24,single,f,straight,average,,socially,never,no
40,single,m,straight,average,anything,socially,never,no
33,available,m,gay,skinny,,socially,,no
27,single,m,straight,a little extra,,socially,sometimes,trying to quit
28,single,m,straight,athletic,strictly anything,socially,,sometimes
30,single,m,straight,athletic,,not at all,never,no
32,single,m,straight,fit,,socially,never,no
18,single,m,straight,athletic,anything,not at all,never,no
37,single,m,straight,fit,strictly anything,socially,never,no
47,single,m,gay,average,,socially,never,no
29,single,m,straight,thin,strictly vegetarian,socially,sometimes,no
26,single,m,straight,average,anything,rarely,never,no
21,single,m,straight,thin,anything,rarely,often,yes
41,single,m,straight,athletic,anything,socially,,no
26,single,m,straight,average,strictly anything,socially,never,no
30,single,f,straight,,mostly vegetarian,socially,never,no
22,single,f,straight,athletic,,often,never,no
42,single,f,straight,thin,mostly anything,socially,never,sometimes
26,single,m,straight,average,,socially,never,no
27,single,m,gay,average,mostly anything,socially,,no
20,single,m,gay,thin,,socially,never,
34,single,m,straight,fit,,socially,never,no
44,single,f,straight,,,socially,never,no
27,single,m,straight,fit,,socially,,no
35,single,m,straight,thin,,,,no
31,single,m,gay,average,anything,socially,never,no
43,single,m,gay,average,,not at all,never,no
32,single,m,straight,fit,mostly anything,,,
23,single,m,straight,fit,mostly anything,socially,,no
29,single,m,straight,athletic,,socially,,no
27,single,m,straight,average,,socially,never,no
25,single,m,straight,,anything,socially,,no
21,single,f,straight,average,mostly anything,socially,never,sometimes
49,single,m,straight,athletic,mostly anything,socially,never,no
62,single,m,straight,fit,anything,socially,never,no
59,married,m,straight,a little extra,,rarely,,no
57,single,m,straight,average,,rarely,never,no
29,single,m,straight,average,mostly anything,socially,sometimes,when drinking
25,single,m,straight,average,mostly anything,often,never,no
26,single,m,straight,fit,,socially,never,
27,single,m,straight,fit,mostly anything,often,never,sometimes
21,single,m,straight,athletic,,rarely,never,no
62,single,m,straight,average,,socially,,no
24,single,m,gay,a little extra,,socially,never,no
36,single,f,straight,fit,,socially,never,no
31,single,f,straight,average,mostly anything,often,,when drinking
24,available,f,straight,average,strictly anything,socially,never,no
33,single,f,straight,athletic,anything,socially,never,no
28,single,f,gay,athletic,,socially,never,no
28,single,f,straight,average,,socially,never,no
28,single,f,straight,thin,,socially,never,no
50,single,m,gay,average,,socially,never,no
32,single,m,straight,fit,strictly anything,socially,,trying to quit
61,single,m,straight,thin,,rarely,never,no
27,single,m,gay,thin,,often,never,when drinking
22,single,m,straight,average,,socially,never,
33,single,m,straight,thin,mostly anything,socially,never,
22,single,m,gay,average,mostly anything,socially,never,no
44,single,f,straight,fit,,socially,never,no
27,single,f,straight,average,strictly anything,often,sometimes,yes
40,single,m,straight,fit,,often,,no
29,single,m,straight,average,mostly other,socially,,
28,single,f,straight,average,,rarely,never,no
27,single,f,straight,,strictly anything,socially,,no
30,single,f,gay,fit,,socially,,
39,single,f,straight,,,,,
23,single,f,straight,curvy,,rarely,never,when drinking
36,single,f,straight,average,,socially,never,no
66,single,f,straight,full figured,,socially,never,no
29,single,f,straight,curvy,,socially,never,no
30,single,f,straight,skinny,anything,socially,never,no
25,single,m,straight,athletic,,socially,never,no
27,single,m,straight,athletic,mostly anything,socially,never,when drinking
24,single,m,straight,fit,mostly anything,socially,,no
40,single,m,gay,fit,mostly other,socially,never,no
27,single,m,straight,athletic,mostly anything,socially,never,no
21,single,m,gay,fit,,,never,
32,single,m,straight,fit,anything,often,,no
38,single,m,straight,fit,,socially,sometimes,no
23,single,m,straight,fit,mostly other,socially,never,no
47,single,m,gay,,,socially,never,no
31,single,m,straight,average,strictly anything,often,sometimes,no
26,single,m,straight,,mostly anything,rarely,sometimes,no
39,single,m,straight,fit,mostly anything,socially,never,no
38,single,f,straight,thin,mostly anything,socially,never,no
24,single,f,straight,curvy,,socially,never,
22,single,f,gay,average,,socially,sometimes,
31,single,f,straight,average,,socially,never,no
45,single,m,straight,a little extra,mostly anything,not at all,never,no
25,single,m,straight,athletic,,socially,,no
28,single,m,straight,thin,strictly anything,socially,sometimes,sometimes
20,single,m,straight,average,,very often,sometimes,no
26,single,f,straight,thin,mostly anything,socially,never,no
28,single,f,straight,average,strictly anything,socially,never,no
29,single,f,straight,fit,,socially,never,no
57,single,f,straight,average,,socially,never,no
26,single,f,straight,average,mostly anything,often,never,no
34,single,f,straight,athletic,mostly anything,not at all,never,no
41,single,f,straight,average,mostly anything,socially,never,no
31,single,f,straight,curvy,mostly halal,socially,never,no
33,single,f,straight,curvy,mostly anything,socially,never,no
19,single,f,straight,average,mostly anything,rarely,never,no
25,single,f,straight,fit,,often,never,yes
39,single,m,gay,average,anything,socially,never,no
52,single,m,straight,athletic,,socially,never,no
24,single,m,gay,jacked,mostly anything,socially,never,no
38,single,m,straight,athletic,anything,socially,never,no
42,single,m,straight,athletic,,socially,never,no
35,single,m,gay,skinny,,socially,never,no
41,single,m,gay,average,mostly anything,socially,,when drinking
26,single,m,straight,fit,anything,socially,never,no
42,single,m,straight,curvy,,often,,no
24,single,f,straight,,,socially,never,when drinking
26,single,f,straight,skinny,,not at all,never,no
61,single,f,straight,fit,,not at all,never,no
27,available,f,bisexual,,,socially,,no
54,single,f,straight,athletic,mostly anything,socially,never,no
50,single,f,straight,fit,mostly vegetarian,socially,never,trying to quit
64,single,f,straight,average,mostly vegetarian,socially,never,no
58,single,f,straight,average,,socially,sometimes,yes
25,single,f,straight,average,mostly anything,socially,never,no
59,single,f,straight,fit,mostly anything,socially,,no
28,single,f,straight,average,mostly anything,often,,
26,single,m,straight,a little extra,mostly anything,socially,never,sometimes
24,single,m,straight,average,mostly anything,socially,never,no
27,single,m,straight,fit,mostly anything,socially,never,when drinking
57,single,m,straight,a little extra,vegetarian,rarely,,no
29,single,m,straight,fit,,socially,,no
34,married,m,straight,a little extra,strictly vegetarian,rarely,never,when drinking
23,single,m,straight,fit,mostly anything,often,never,no
28,single,f,straight,,,not at all,never,no
38,single,f,bisexual,fit,,socially,,no
29,single,m,straight,athletic,,often,sometimes,no
36,single,f,straight,full figured,,,never,
32,single,f,straight,average,mostly anything,socially,never,no
34,single,f,straight,fit,mostly anything,socially,never,no
29,single,f,straight,thin,anything,socially,never,no
22,single,f,straight,average,,,,
32,single,f,straight,fit,anything,socially,never,no
21,single,f,straight,skinny,strictly vegetarian,socially,sometimes,no
25,single,f,straight,fit,vegetarian,socially,never,no
52,single,f,straight,fit,mostly anything,often,never,no
25,single,f,straight,,,socially,never,sometimes
25,single,f,bisexual,thin,mostly anything,socially,sometimes,
37,single,m,straight,average,,socially,never,no
19,single,m,straight,overweight,,rarely,never,sometimes
27,single,m,straight,a little extra,,socially,never,when drinking
31,single,m,straight,athletic,anything,socially,sometimes,no
31,single,f,bisexual,fit,vegetarian,socially,,no
28,single,m,straight,athletic,strictly anything,socially,sometimes,trying to quit
26,single,m,straight,a little extra,mostly vegetarian,not at all,never,no
25,single,m,straight,,anything,socially,never,no
31,single,m,gay,athletic,mostly anything,socially,never,no
30,single,f,straight,fit,anything,socially,never,no
27,single,f,straight,,,socially,sometimes,no
57,single,m,straight,athletic,mostly other,rarely,never,no
29,single,m,straight,thin,vegetarian,often,sometimes,yes
57,single,m,straight,thin,anything,socially,,no
33,single,m,gay,average,,socially,,when drinking
28,single,m,straight,average,strictly anything,socially,,sometimes
28,single,m,straight,skinny,strictly vegetarian,rarely,never,trying to quit
28,single,m,straight,fit,mostly anything,socially,sometimes,yes
22,single,m,gay,athletic,mostly anything,socially,sometimes,sometimes
41,single,m,straight,athletic,,socially,never,no
49,single,m,straight,athletic,,socially,never,no
48,single,m,gay,athletic,,socially,never,no
43,single,f,straight,,anything,socially,never,trying to quit
31,single,f,straight,thin,,socially,,no
31,single,m,straight,average,anything,socially,sometimes,sometimes
33,single,m,gay,average,,socially,never,
38,single,m,gay,a little extra,,socially,never,no
31,single,m,straight,athletic,,socially,never,no
38,single,m,straight,fit,,socially,never,no
47,single,f,straight,average,mostly vegetarian,not at all,never,no
28,single,f,straight,average,,socially,never,no
39,single,m,gay,average,,,never,no
51,available,m,gay,thin,,socially,never,no
31,seeing someone,m,straight,a little extra,strictly anything,rarely,never,no
20,single,m,gay,average,anything,socially,never,no
42,single,m,straight,average,mostly anything,socially,never,no
48,single,f,gay,average,,often,never,no
25,single,f,straight,average,mostly anything,socially,never,no
22,single,f,straight,,mostly anything,socially,,
21,single,m,straight,thin,mostly anything,socially,,when drinking
25,single,m,straight,athletic,strictly anything,socially,never,no
31,single,f,straight,average,,socially,never,no
40,single,m,straight,average,,socially,never,sometimes
26,single,m,straight,a little extra,strictly anything,very often,sometimes,yes
29,single,m,straight,athletic,,socially,never,no
27,single,m,straight,fit,,socially,never,no
37,single,m,gay,,,socially,never,sometimes
33,single,f,straight,average,strictly kosher,desperately,never,no
24,single,m,straight,average,strictly other,often,never,when drinking
28,single,f,straight,average,,often,never,no
52,single,f,straight,average,vegetarian,rarely,never,no
23,seeing someone,f,straight,average,,socially,sometimes,no
29,single,f,straight,curvy,strictly anything,socially,never,no
25,single,f,straight,,,socially,never,no
46,available,m,straight,fit,mostly vegetarian,socially,sometimes,no
26,single,f,straight,,,,,
40,single,f,straight,,,socially,never,no
26,single,m,straight,fit,anything,socially,never,no
28,single,m,straight,thin,strictly anything,socially,never,no
33,single,m,straight,average,mostly anything,rarely,never,no
29,single,m,straight,average,anything,socially,,no
35,single,f,straight,curvy,mostly anything,rarely,,no
24,single,m,straight,athletic,mostly anything,socially,never,no
20,available,f,bisexual,thin,vegetarian,often,sometimes,sometimes
22,seeing someone,f,straight,curvy,mostly anything,socially,never,no
21,single,f,straight,average,strictly anything,socially,never,no
28,single,f,straight,,,socially,never,no
65,single,f,straight,average,,rarely,never,no
30,single,m,gay,a little extra,,socially,never,
39,single,m,straight,fit,mostly other,socially,,no
26,single,f,straight,fit,,socially,never,no
27,single,f,straight,curvy,mostly anything,socially,never,no
30,single,f,straight,average,,not at all,never,no
39,single,m,straight,average,strictly vegetarian,socially,,no
23,single,f,straight,curvy,anything,socially,,
24,single,f,straight,fit,,rarely,never,no
43,single,f,straight,athletic,anything,socially,never,no
23,single,m,straight,athletic,strictly anything,socially,,no
21,single,m,straight,average,mostly anything,socially,sometimes,trying to quit
27,single,m,straight,average,mostly anything,often,,no
41,single,m,straight,fit,mostly other,socially,never,no
23,single,m,straight,average,mostly anything,often,never,trying to quit
31,single,m,straight,athletic,,desperately,,
43,single,m,straight,average,anything,socially,never,no
41,single,f,gay,athletic,,socially,never,no
26,single,m,straight,athletic,mostly anything,socially,never,no
34,single,m,straight,athletic,mostly anything,rarely,never,sometimes
27,single,m,straight,fit,,socially,,no
25,single,m,straight,a little extra,,socially,never,no
35,available,m,straight,a little extra,strictly anything,not at all,never,yes
26,single,m,straight,a little extra,,socially,,sometimes
30,single,m,straight,average,,socially,sometimes,no
50,single,f,straight,athletic,anything,often,never,no
49,single,m,straight,average,strictly anything,socially,,no
41,single,m,straight,athletic,mostly anything,socially,never,no
29,single,m,straight,athletic,mostly anything,socially,,no
42,single,f,straight,average,strictly anything,socially,,no
37,single,m,straight,average,,,never,no
26,single,m,straight,athletic,mostly anything,socially,never,no
29,available,m,straight,thin,,,,
32,single,m,straight,average,anything,rarely,never,no
32,single,f,bisexual,,,socially,often,no
33,single,m,straight,fit,,socially,never,no
27,single,m,straight,average,anything,often,never,sometimes
26,single,m,straight,athletic,anything,socially,never,when drinking
26,single,f,straight,average,,socially,,when drinking
28,single,m,straight,thin,,,,
45,single,m,gay,average,,rarely,never,no
33,single,m,straight,skinny,mostly anything,not at all,never,yes
21,single,m,straight,thin,mostly anything,rarely,never,no
28,single,m,straight,average,,,,
51,single,f,straight,thin,anything,not at all,never,no
23,single,m,straight,athletic,,socially,sometimes,
24,single,m,straight,thin,mostly anything,socially,never,
34,single,f,straight,fit,mostly anything,socially,never,no
28,single,m,straight,average,anything,socially,never,no
36,single,m,straight,average,mostly anything,rarely,never,no
46,single,m,straight,athletic,,not at all,never,no
26,single,m,straight,skinny,mostly anything,not at all,never,no
39,single,f,straight,average,,socially,never,no
46,single,f,straight,average,,socially,never,no
39,single,f,straight,fit,mostly anything,socially,never,no
42,single,m,bisexual,athletic,mostly anything,socially,sometimes,no
22,single,m,straight,athletic,strictly anything,rarely,never,trying to quit
28,single,m,straight,athletic,,rarely,,no
26,married,m,straight,athletic,mostly anything,socially,never,no
26,single,m,straight,athletic,mostly anything,socially,never,no
24,single,f,gay,full figured,strictly anything,not at all,often,no
31,single,m,straight,average,anything,socially,sometimes,yes
28,single,f,straight,full figured,mostly kosher,rarely,never,no
21,seeing someone,m,straight,average,strictly other,not at all,never,no
32,single,m,straight,average,strictly anything,often,sometimes,when drinking
23,single,m,straight,average,anything,often,sometimes,when drinking
44,single,m,straight,athletic,mostly anything,socially,never,no
30,single,m,straight,athletic,strictly anything,socially,never,no
50,single,m,straight,athletic,,rarely,never,no
23,single,m,straight,overweight,mostly other,socially,never,no
28,single,m,straight,fit,strictly other,rarely,never,no
28,available,f,straight,athletic,strictly vegetarian,socially,,no
31,single,m,straight,average,anything,often,,no
21,single,m,straight,skinny,mostly anything,socially,often,
57,single,m,straight,average,,rarely,never,no
43,single,m,gay,fit,mostly vegetarian,rarely,never,no
28,single,m,straight,skinny,,,never,
33,single,f,straight,fit,,socially,never,no
28,single,f,straight,average,,socially,never,no
24,single,f,straight,,,often,never,no
18,single,f,straight,fit,,not at all,never,no
52,single,m,straight,athletic,,rarely,never,no
19,single,m,straight,,,socially,sometimes,sometimes
23,single,m,straight,average,mostly anything,socially,,when drinking
27,single,m,straight,fit,,socially,never,no
25,single,f,straight,,,not at all,never,trying to quit
40,single,m,gay,athletic,,socially,never,no
39,single,f,straight,thin,,not at all,never,no
39,single,m,straight,athletic,,rarely,never,no
24,single,f,straight,average,,socially,never,no
32,single,f,straight,fit,,rarely,,no
48,single,m,straight,average,,socially,sometimes,yes
22,seeing someone,f,bisexual,a little extra,mostly anything,socially,never,sometimes
42,single,f,bisexual,fit,,rarely,never,when drinking
22,seeing someone,f,gay,curvy,,socially,sometimes,when drinking
50,single,f,straight,average,,,never,
26,seeing someone,f,bisexual,fit,mostly vegetarian,rarely,never,no
29,single,f,straight,thin,mostly anything,rarely,never,no
31,single,f,straight,,,socially,never,no
31,single,f,straight,average,vegetarian,socially,sometimes,sometimes
24,single,f,straight,,,socially,never,no
42,single,f,straight,fit,,socially,never,no
32,single,m,straight,fit,mostly anything,socially,never,no
40,single,m,straight,,,rarely,never,trying to quit
21,single,m,straight,athletic,mostly anything,socially,never,sometimes
53,single,f,straight,average,,socially,never,no
22,single,f,straight,,,very often,often,yes
44,single,m,straight,,,often,never,yes
32,single,m,straight,athletic,mostly anything,socially,never,no
30,single,m,straight,fit,mostly anything,socially,never,no
28,seeing someone,m,straight,,,socially,,no
28,single,m,straight,average,mostly anything,socially,,no
31,single,m,straight,thin,mostly anything,rarely,never,no
27,single,f,straight,athletic,,socially,never,no
32,single,f,straight,curvy,mostly anything,socially,never,no
33,single,f,straight,thin,mostly anything,not at all,never,no
44,single,f,straight,,,,never,
32,single,f,gay,athletic,mostly anything,socially,sometimes,no
24,single,f,straight,average,anything,socially,never,no
26,single,f,straight,curvy,mostly anything,socially,never,no
34,single,f,straight,average,anything,socially,never,no
23,available,f,straight,average,,socially,,no
34,single,m,straight,,strictly other,not at all,never,yes
29,single,m,gay,fit,,socially,never,no
31,single,m,straight,average,mostly anything,socially,,no
20,single,f,gay,fit,mostly vegetarian,socially,sometimes,no
52,single,m,straight,athletic,,rarely,never,no
37,single,m,gay,athletic,,socially,never,no
49,single,f,straight,athletic,,,never,
32,single,f,bisexual,athletic,,rarely,never,no
31,single,f,gay,fit,strictly other,not at all,,no
29,single,m,straight,fit,,socially,sometimes,
24,single,f,straight,athletic,,rarely,never,no
42,single,f,straight,average,,socially,never,no
28,single,f,straight,curvy,,rarely,never,no
44,single,f,straight,curvy,mostly anything,socially,never,no
22,single,f,straight,average,mostly anything,socially,,
53,single,f,straight,athletic,,,never,
28,single,f,straight,athletic,,rarely,never,yes
30,single,f,straight,fit,mostly other,socially,,no
26,single,f,straight,thin,mostly anything,socially,never,no
20,single,f,bisexual,average,vegetarian,socially,,
26,single,m,straight,average,,rarely,never,no
34,single,m,straight,fit,mostly anything,socially,,sometimes
22,single,f,straight,skinny,,rarely,never,no
28,single,m,straight,overweight,,,sometimes,
24,single,m,straight,average,,not at all,never,no
42,single,m,straight,athletic,,socially,,no
25,single,m,gay,thin,,socially,never,no
25,single,f,straight,average,,socially,never,no
29,single,m,straight,average,,not at all,never,no
27,single,m,straight,fit,mostly anything,socially,,no
26,seeing someone,f,straight,average,strictly vegetarian,not at all,never,no
28,single,f,straight,average,,socially,never,no
36,single,f,straight,average,anything,socially,never,no
46,single,f,straight,fit,mostly anything,socially,never,no
26,single,f,straight,average,anything,socially,sometimes,sometimes
39,single,f,straight,average,,socially,never,no
23,single,f,straight,curvy,anything,socially,,when drinking
48,single,f,straight,average,anything,rarely,never,no
38,single,m,straight,athletic,mostly anything,socially,never,no
21,single,f,bisexual,curvy,mostly anything,socially,never,when drinking
36,single,m,straight,average,anything,socially,sometimes,no
31,single,m,gay,fit,,socially,never,no
37,single,m,straight,athletic,mostly anything,socially,never,no
27,single,m,straight,athletic,,socially,never,no
25,single,m,straight,average,strictly anything,socially,never,no
30,single,m,straight,athletic,,socially,,no
25,single,m,straight,fit,mostly anything,socially,sometimes,when drinking
37,single,m,straight,athletic,anything,socially,never,no
28,single,m,straight,fit,strictly anything,socially,never,no
44,single,m,gay,athletic,,socially,,no
32,single,f,gay,athletic,mostly anything,socially,,no
35,single,m,straight,skinny,,socially,never,no
31,seeing someone,f,bisexual,average,,socially,never,no
31,single,m,gay,average,,socially,never,sometimes
30,single,m,straight,average,mostly anything,socially,never,trying to quit
30,single,m,gay,fit,strictly other,socially,never,no
26,single,m,straight,fit,strictly vegan,socially,often,no
30,available,m,straight,average,,socially,,no
27,single,m,straight,average,mostly anything,socially,never,no
29,single,m,gay,average,mostly vegetarian,socially,never,no
39,single,m,straight,athletic,mostly vegetarian,rarely,,no
29,single,m,gay,,anything,often,,no
23,single,m,straight,average,mostly anything,often,never,yes
23,single,m,straight,fit,,socially,never,no
30,single,m,straight,a little extra,mostly anything,socially,,
21,single,m,straight,athletic,strictly anything,rarely,never,no
30,single,m,straight,average,,socially,never,no
27,single,m,straight,fit,,socially,never,no
32,available,m,straight,average,strictly anything,socially,,no
27,single,m,straight,average,mostly anything,socially,never,no
22,single,m,straight,average,mostly anything,rarely,never,no
20,single,m,straight,athletic,anything,socially,never,no
32,single,m,straight,athletic,,rarely,,no
59,single,m,straight,,,rarely,never,no
24,single,m,straight,average,,,never,
32,single,m,straight,fit,,socially,sometimes,sometimes
26,single,m,gay,average,,socially,,no
62,single,m,gay,a little extra,,socially,never,no
27,single,m,gay,thin,mostly anything,often,sometimes,no
36,single,m,straight,athletic,strictly anything,not at all,never,no
19,single,m,straight,athletic,strictly anything,rarely,,sometimes
38,single,m,straight,thin,mostly vegetarian,socially,never,no
33,single,m,straight,average,mostly anything,,,
39,available,m,straight,a little extra,,socially,sometimes,yes
25,single,m,straight,,strictly anything,socially,never,no
39,single,m,straight,fit,strictly anything,socially,never,sometimes
27,available,m,straight,skinny,strictly anything,often,,yes
25,single,m,straight,average,,rarely,never,no
23,single,m,straight,skinny,,desperately,sometimes,sometimes
31,single,m,straight,average,,socially,never,no
43,single,m,gay,fit,strictly vegan,not at all,,no
20,single,m,straight,athletic,anything,socially,never,no
19,single,m,straight,athletic,,socially,never,no
33,single,m,straight,fit,strictly anything,socially,never,no
27,single,m,straight,average,,socially,never,no
27,single,m,straight,athletic,anything,socially,never,no
34,single,m,straight,,,socially,never,
32,single,m,straight,athletic,mostly anything,rarely,never,trying to quit
60,single,m,straight,average,mostly anything,often,never,no
25,single,m,straight,fit,mostly anything,socially,,no
36,single,m,straight,fit,,socially,never,no
47,available,m,straight,a little extra,mostly anything,socially,never,no
20,single,m,straight,full figured,,socially,sometimes,trying to quit
26,single,m,straight,average,mostly anything,rarely,never,no
28,single,m,straight,fit,strictly vegan,socially,never,no
33,single,m,straight,average,,socially,never,no
50,single,m,straight,athletic,mostly anything,rarely,never,no
33,single,m,straight,average,mostly anything,socially,,no
21,single,m,straight,athletic,strictly anything,socially,sometimes,no
33,single,m,gay,athletic,,socially,never,no
32,single,m,straight,jacked,mostly vegetarian,socially,,when drinking
31,single,m,straight,a little extra,,socially,sometimes,no
25,single,m,gay,average,anything,socially,never,no
28,single,m,straight,athletic,,socially,,
34,single,m,straight,athletic,,not at all,never,no
27,single,m,straight,fit,strictly anything,socially,,sometimes
48,single,m,gay,average,mostly anything,socially,,sometimes
43,married,m,straight,,,socially,,no
56,single,m,straight,average,,rarely,never,
28,single,m,gay,full figured,,socially,sometimes,sometimes
23,single,m,straight,average,strictly anything,socially,never,no
26,single,m,straight,,anything,socially,never,no
28,single,m,straight,a little extra,,socially,never,sometimes
32,single,m,straight,fit,mostly anything,socially,never,no
24,single,m,straight,athletic,mostly anything,socially,sometimes,no
27,single,m,straight,athletic,,rarely,never,no
26,single,m,straight,average,strictly anything,,,yes
25,single,m,straight,athletic,mostly anything,socially,,no
28,single,m,straight,fit,anything,socially,sometimes,no
27,single,m,straight,athletic,mostly anything,socially,sometimes,
37,single,m,straight,average,,not at all,never,no
49,single,m,straight,,,,,no
27,single,m,straight,athletic,,rarely,never,no
35,available,m,straight,athletic,other,socially,,no
24,single,f,straight,curvy,strictly anything,rarely,,sometimes
24,single,m,straight,average,mostly anything,socially,never,
22,single,m,straight,athletic,mostly anything,socially,never,no
30,single,m,straight,skinny,,often,sometimes,sometimes
44,single,m,straight,a little extra,,often,,sometimes
30,available,m,gay,fit,,rarely,,no
24,single,m,straight,,,socially,,no
24,single,m,bisexual,average,mostly anything,very often,sometimes,yes
18,single,m,straight,used up,,very often,often,yes
24,single,m,straight,fit,,socially,sometimes,when drinking
29,single,m,straight,average,anything,socially,,no
27,single,m,straight,athletic,mostly anything,socially,sometimes,
24,single,m,straight,average,,socially,sometimes,no
32,single,m,straight,fit,,often,,
43,single,m,straight,athletic,anything,socially,never,no
24,single,m,straight,average,strictly vegetarian,not at all,never,no
33,single,m,straight,average,,rarely,never,no
19,single,m,straight,,mostly anything,not at all,never,
27,single,m,straight,athletic,anything,socially,never,no
22,single,m,straight,athletic,mostly anything,socially,never,sometimes
36,single,m,straight,fit,mostly anything,socially,never,no
30,single,m,gay,athletic,mostly anything,socially,,
22,single,m,straight,athletic,mostly anything,socially,never,no
28,single,m,straight,,,,,
20,single,m,straight,a little extra,anything,socially,sometimes,
27,single,m,straight,average,,socially,never,no
23,single,m,straight,athletic,,socially,,sometimes
27,single,m,straight,thin,,rarely,never,no
31,single,m,straight,average,,socially,never,no
22,single,m,straight,athletic,,rarely,never,no
50,single,m,straight,athletic,mostly vegetarian,socially,never,no
48,single,m,straight,thin,mostly anything,socially,sometimes,sometimes
33,available,m,straight,a little extra,vegetarian,socially,,no
